x,density
-1.577050656264586515e+00,3.075076112946965867e-02
-1.565081040679352498e+00,3.126001095628233584e-02
-1.553111425094117592e+00,3.182192710666389979e-02
-1.541141809508883576e+00,3.244121222470017912e-02
-1.529172193923648670e+00,3.312266829699474224e-02
-1.517202578338414654e+00,3.387116074957403911e-02
-1.505232962753179748e+00,3.469157691494512141e-02
-1.493263347167945732e+00,3.558877900971633285e-02
-1.481293731582710826e+00,3.656755196839687333e-02
-1.469324115997476810e+00,3.763254669948367520e-02
-1.457354500412241904e+00,3.878821955763429169e-02
-1.445384884827007888e+00,4.003876905106738826e-02
-1.433415269241772982e+00,4.138807101576299358e-02
-1.421445653656538077e+00,4.283961367632451583e-02
-1.409476038071304060e+00,4.439643416625093514e-02
-1.397506422486069155e+00,4.606105818710325150e-02
-1.385536806900835138e+00,4.783544453709182714e-02
-1.373567191315600233e+00,4.972093622730260759e-02
-1.361597575730366216e+00,5.171821982288036385e-02
-1.349627960145131311e+00,5.382729449488161955e-02
-1.337658344559897294e+00,5.604745204741758136e-02
-1.325688728974662389e+00,5.837726889916255990e-02
-1.313719113389428372e+00,6.081461065700301954e-02
-1.301749497804193467e+00,6.335664953493465312e-02
-1.289779882218959450e+00,6.599989445880456718e-02
-1.277810266633724545e+00,6.874023327533011762e-02
-1.265840651048489640e+00,7.157298607188737616e-02
-1.253871035463255623e+00,7.449296823257600675e-02
-1.241901419878020718e+00,7.749456152629517758e-02
-1.229931804292786701e+00,8.057179126280038239e-02
-1.217962188707551796e+00,8.371840737892714823e-02
-1.205992573122317779e+00,8.692796724148237064e-02
-1.194022957537082874e+00,9.019391798306945762e-02
-1.182053341951848857e+00,9.350967632404623420e-02
-1.170083726366613952e+00,9.686870407375192116e-02
-1.158114110781379935e+00,1.002645778367624724e-01
-1.146144495196145030e+00,1.036910518591643848e-01
-1.134174879610911013e+00,1.071421134143839826e-01
-1.122205264025676108e+00,1.106120306225633482e-01
-1.110235648440441203e+00,1.140953930934610477e-01
-1.098266032855207186e+00,1.175871462507884907e-01
-1.086296417269972281e+00,1.210826206064971322e-01
-1.074326801684738264e+00,1.245775575797546386e-01
-1.062357186099503359e+00,1.280681336740859821e-01
-1.050387570514269342e+00,1.315509849196903613e-01
-1.038417954929034437e+00,1.350232334455511440e-01
-1.026448339343800420e+00,1.384825178644673860e-01
-1.014478723758565515e+00,1.419270288388245760e-01
-1.002509108173331498e+00,1.453555507592391161e-01
-9.905394925880965928e-01,1.487675099334970774e-01
-9.785698770028625759e-01,1.521630290774772520e-01
-9.666002614176276708e-01,1.555429872565321781e-01
-9.546306458323927657e-01,1.589090837819195356e-01
-9.426610302471587488e-01,1.622639039607528810e-01
-9.306914146619238437e-01,1.656109840669130473e-01
-9.187217990766898268e-01,1.689548724787482969e-01
-9.067521834914549217e-01,1.723011836461035284e-01
-8.947825679062209048e-01,1.756566414260790354e-01
-8.828129523209859997e-01,1.790291083769829095e-01
-8.708433367357519828e-01,1.824275978268684872e-01
-8.588737211505170777e-01,1.858622659303207358e-01
-8.469041055652830607e-01,1.893443814787396096e-01
-8.349344899800481556e-01,1.928862719102557299e-01
-8.229648743948141387e-01,1.965012447431762344e-01
-8.109952588095792336e-01,2.002034844935680624e-01
-7.990256432243443285e-01,2.040079259919477805e-01
-7.870560276391103116e-01,2.079301058439334549e-01
-7.750864120538754065e-01,2.119859945447153393e-01
-7.631167964686413896e-01,2.161918124208629943e-01
-7.511471808834064845e-01,2.205638331050925049e-01
-7.391775652981724676e-01,2.251181786278038666e-01
-7.272079497129375625e-01,2.298706104201889699e-01
-7.152383341277035456e-01,2.348363205637487017e-01
-7.032687185424686405e-01,2.400297274962637784e-01
-6.912991029572346235e-01,2.454642801092623283e-01
-6.793294873719997184e-01,2.511522737696159080e-01
