x,y,y_pred
-7.324041000000000023e-01,-5.263249999999999873e-02,5.136669084388663098e-01
-7.312950000000000284e-01,2.193286000000000124e-01,5.128976083851353174e-01
-7.288343999999999934e-01,-2.231844000000000050e-01,5.111908734539206689e-01
-7.287622000000000266e-01,1.932975200000000005e+00,5.111407936920602246e-01
-7.286513000000000018e-01,1.630842999999999876e-01,5.110638706229424510e-01
-7.239147000000000221e-01,2.003402299999999858e+00,5.077784440297571367e-01
-7.218447000000000058e-01,6.294629999999999670e-02,5.063426392229561923e-01
-7.181577999999999573e-01,-6.811369999999999925e-02,5.037853113281761663e-01
-7.181577999999999573e-01,5.980619999999999686e-02,5.037853113281761663e-01
-7.177761999999999754e-01,3.582719999999999655e-02,5.035206238333572726e-01
-7.150957000000000008e-01,1.665249900000000061e+00,5.016613606523767643e-01
-7.150109999999999522e-01,1.998034999999999950e-01,5.016026105716345773e-01
-7.127879000000000298e-01,3.363370000000000248e-02,5.000606116991713757e-01
-7.124481999999999760e-01,-5.497010000000000091e-02,4.998249871132435795e-01
-7.122397999999999785e-01,-2.552200000000000128e-03,4.996804355568487677e-01
-7.108299000000000145e-01,2.532923000000000258e-01,4.987024929495498804e-01
-7.093751999999999835e-01,3.325952999999999826e-01,4.976934759193790692e-01
-7.064981000000000178e-01,3.124808000000000030e-01,4.956978459630281275e-01
-7.051144000000000300e-01,-9.794289999999999941e-02,4.947380763441050489e-01
-7.042629000000000250e-01,8.803590000000000027e-02,4.941474542218873278e-01
-7.018666999999999545e-01,1.621518999999999877e-01,4.924853887735507474e-01
-6.993095000000000283e-01,4.394041000000000197e-01,4.907116496180187748e-01
-6.985873000000000221e-01,1.255861000000000061e-01,4.902107132743127593e-01
-6.972829999999999862e-01,-2.231887999999999928e-01,4.893060175209259510e-01
-6.956305999999999878e-01,2.167707300000000004e+00,4.881598707273230864e-01
-6.956124999999999670e-01,-1.303807999999999911e-01,4.881473161055823184e-01
-6.950631000000000448e-01,-1.016897999999999969e-01,4.877662382500962956e-01
-6.944063000000000319e-01,1.384630000000000062e-02,4.873106650147789876e-01
-6.923308999999999713e-01,1.038319000000000047e-01,4.858711146302210904e-01
-6.900366000000000000e-01,1.768615000000000048e-01,4.842797296214079172e-01
-6.898324999999999596e-01,-1.984380000000000172e-02,4.841381606547083272e-01
-6.896807000000000354e-01,2.728054999999999786e-01,4.840328683022095957e-01
-6.884052000000000504e-01,2.393174000000000134e-01,4.831481489635262583e-01
-6.881323999999999774e-01,2.209904900000000172e+00,4.829589279242532118e-01
-6.855402999999999913e-01,1.375418999999999947e-01,4.811609812384035068e-01
-6.830920999999999799e-01,-2.718179999999999902e-02,4.794628472635195093e-01
-6.816955000000000098e-01,7.207120000000000193e-02,4.784941298755107097e-01
-6.785666999999999671e-01,3.699577000000000004e-01,4.763239143781584639e-01
-6.774963000000000513e-01,2.041840000000000099e+00,4.755814576316853004e-01
-6.768380000000000507e-01,2.993535999999999975e-01,4.751248439581022276e-01
-6.766305000000000236e-01,-1.245181000000000066e-01,4.749809166646667413e-01
-6.766305000000000236e-01,-1.033560000000000034e-02,4.749809166646667413e-01
-6.764510000000000245e-01,3.323317000000000077e-01,4.748564108855263255e-01
-6.754740000000000189e-01,1.903393700000000077e+00,4.741787387617367178e-01
-6.742217999999999822e-01,9.250379999999999714e-02,4.733101808974488067e-01
-6.741797000000000484e-01,-1.385618000000000127e-01,4.732809792634554702e-01
-6.741797000000000484e-01,-1.070310000000000011e-01,4.732809792634554702e-01
-6.726988000000000412e-01,8.615559999999999885e-02,4.722537892449086838e-01
-6.718671999999999978e-01,1.852926099999999909e+00,4.716769702703503819e-01
-6.693911000000000167e-01,1.577313900000000046e+00,4.699594841437224058e-01
-6.691318000000000543e-01,1.925627000000000033e-01,4.697796270488416859e-01
-6.681799000000000488e-01,3.124566999999999761e-01,4.691193649253663778e-01
-6.669163999999999648e-01,1.162977000000000039e-01,4.682429690928091581e-01
-6.651861999999999497e-01,3.760472999999999733e-01,4.670428582344870461e-01
-6.651498000000000133e-01,-3.016966999999999843e-01,4.670176102659037709e-01
-6.639291999999999971e-01,9.276159999999999961e-02,4.661709709677485103e-01
-6.614622000000000002e-01,3.306707999999999870e-01,4.644597968332663807e-01
-6.596598000000000184e-01,-9.957290000000000585e-02,4.632096062130838243e-01
-6.595488999999999935e-01,1.346969000000000083e-01,4.631326831439658287e-01
-6.586560000000000192e-01,4.612680000000000252e-02,4.625133449256120244e-01
-6.586043000000000314e-01,2.143036200000000058e+00,4.624774844867174384e-01
-6.571959000000000550e-01,2.120247899999999852e+00,4.615005823176844268e-01
-6.563774999999999471e-01,2.781876999999999822e-01,4.609329191998650654e-01
-6.542012999999999856e-01,2.946729000000000154e-01,4.594234513638457140e-01
-6.530230000000000201e-01,4.237644999999999884e-01,4.586061524247860843e-01
-6.526516999999999458e-01,-1.206993999999999984e-01,4.583486092727254713e-01
-6.523438000000000292e-01,-2.854910000000000087e-02,4.581350419780328975e-01
-6.481421000000000543e-01,-4.055500000000000077e-03,4.552206356704310286e-01
-6.474887999999999755e-01,1.796959999999999877e-02,4.547674901244005974e-01
-6.474022000000000387e-01,2.414670999999999901e-01,4.547074221551885564e-01
-6.454442999999999708e-01,-1.642196999999999962e-01,4.533493727681180974e-01
-6.398236000000000478e-01,1.956883000000000095e-01,4.494507118610718832e-01
-6.391982999999999970e-01,2.443168000000000006e-01,4.490169878293362449e-01
-6.390858999999999845e-01,2.245700000000000213e-03,4.489390243219524845e-01
-6.377178999999999487e-01,-1.543797000000000086e-01,4.479901446235448059e-01
-6.377102999999999522e-01,2.352913000000000088e-01,4.479848730696646686e-01
-6.373887000000000302e-01,2.298580000000000068e-01,4.477618031054779180e-01
-6.367205000000000226e-01,-9.957900000000000085e-02,4.472983225393404316e-01
-6.367081999999999464e-01,-2.943471999999999755e-01,4.472897909455608167e-01
-6.351753999999999456e-01,2.485839999999999994e-01,4.462266017630175940e-01
-6.343180000000000485e-01,1.976535000000000097e-01,4.456318872502876838e-01
-6.329401000000000055e-01,2.128285700000000169e+00,4.446761406593258137e-01
-6.324056999999999595e-01,7.521519999999999595e-02,4.443054671864976046e-01
-6.274948999999999666e-01,1.722450000000000092e-01,4.408992110293776245e-01
-6.266479000000000354e-01,1.747934499999999947e+00,4.403117102219573087e-01
-6.252345999999999737e-01,1.636552299999999960e+00,4.393314092879226362e-01
-6.249888000000000110e-01,4.082200999999999746e-01,4.391609161374338544e-01
-6.246597999999999873e-01,3.618044000000000260e-01,4.389327133444687612e-01
-6.233830000000000204e-01,-2.490689999999999918e-02,4.380470922926218424e-01
-6.223494000000000526e-01,2.207669999999999799e+00,4.373301609649361543e-01
-6.216296000000000044e-01,-1.102878000000000053e-01,4.368308893224551737e-01
-6.202824999999999589e-01,2.020599799999999835e+00,4.358965063972177756e-01
-6.195119999999999516e-01,9.266500000000000431e-03,4.353620679413529593e-01
-6.170143999999999629e-01,1.601158000000000026e-01,4.336296688662485410e-01
-6.149569000000000285e-01,-1.482812000000000019e-01,4.322025343783293949e-01
-6.134344999999999937e-01,1.091810000000000003e-02,4.311465589010956001e-01
-6.102408999999999750e-01,1.846008499999999941e+00,4.289313964706610860e-01
-6.100096999999999881e-01,1.655493499999999951e+00,4.287710302526261397e-01
-6.087614999999999554e-01,1.752388300000000010e+00,4.279052468903801754e-01
-6.075627999999999584e-01,2.027868600000000132e+00,4.270737979909056681e-01
-6.062682999999999822e-01,-9.559399999999999148e-03,4.261758997675222926e-01
-6.061904000000000181e-01,3.147039999999999837e-01,4.261218663402518980e-01
-6.044332000000000038e-01,2.068435000000000024e+00,4.249030275931451328e-01
-6.038054999999999950e-01,-8.032209999999999350e-02,4.244676388601843486e-01
-5.994945999999999886e-01,4.515598000000000112e-01,4.214774886468325432e-01
-5.986574000000000062e-01,7.074129999999999308e-02,4.208967853694153272e-01
-5.978733999999999993e-01,-2.512922000000000211e-01,4.203529829691584063e-01
-5.974431000000000047e-01,-2.587583999999999995e-01,4.200545159119765670e-01
-5.974431000000000047e-01,2.101546999999999998e-01,4.200545159119765670e-01
-5.969398000000000204e-01,1.771767199999999987e+00,4.197054141925257720e-01
-5.961178000000000310e-01,-3.225963000000000025e-01,4.191352540228686085e-01
-5.954844999999999722e-01,-9.696810000000000151e-02,4.186959809870488547e-01
-5.923760000000000137e-01,1.216079000000000049e-01,4.165398460875606723e-01
-5.910208000000000128e-01,1.651934999999999931e-01,4.155998447956877340e-01
-5.904224000000000139e-01,1.812514900000000040e+00,4.151847792901855461e-01
-5.884835999999999956e-01,7.979360000000000619e-02,4.138399781503663277e-01
-5.830229000000000106e-01,-1.562855999999999967e-01,4.100522973250050329e-01
-5.810528000000000359e-01,1.954782900000000101e+00,4.086857857067063282e-01
-5.805259000000000391e-01,1.297242000000000117e-01,4.083203144252069983e-01
-5.803700999999999999e-01,-2.857890000000000083e-02,4.082122475706661535e-01
-5.799471999999999960e-01,1.881091800000000092e+00,4.079189133422621572e-01
-5.796630000000000393e-01,1.766709700000000050e+00,4.077217849721690990e-01
-5.789334999999999898e-01,2.140535600000000205e+00,4.072157851622361657e-01
-5.780039000000000149e-01,1.368119999999999926e-02,4.065709908876457557e-01
-5.765727999999999964e-01,2.879014999999999769e-01,4.055783434195235349e-01
-5.737889999999999935e-01,-3.066665000000000085e-01,4.036474287233049463e-01
-5.722831000000000445e-01,-4.136399999999999799e-02,4.026028980669950630e-01
-5.716672999999999893e-01,1.961403999999999925e-01,4.021757634776095269e-01
-5.706396000000000246e-01,-1.102102999999999972e-01,4.014629245404360280e-01
-5.703093999999999664e-01,2.211229999999999862e-01,4.012338893968582232e-01
-5.700404000000000027e-01,1.844516599999999951e+00,4.010473041345252176e-01
-5.698079999999999812e-01,-1.119384999999999963e-01,4.008861055658776151e-01
-5.694569000000000436e-01,2.185245000000000104e-01,4.006425736491299183e-01
-5.680731999999999449e-01,1.900894000000000084e+00,3.996828040302070617e-01
-5.669842000000000493e-01,1.695886000000000060e-01,3.989274458492377273e-01
-5.664110999999999452e-01,1.555505799999999939e+00,3.985299290691519114e-01
-5.661325000000000385e-01,2.722360000000000058e-02,3.983366850019178784e-01
-5.657256999999999980e-01,1.704277999999999904e-01,3.980545181442335378e-01
-5.647729999999999695e-01,2.649086999999999970e-01,3.973937011203497738e-01
-5.623896999999999924e-01,1.755036999999999958e+00,3.957405834410991918e-01
-5.619707999999999926e-01,-9.230939999999999979e-02,3.954500237147374198e-01
-5.596699000000000535e-01,1.183228999999999947e-01,3.938540607775546376e-01
-5.595582000000000056e-01,1.746936999999999962e+00,3.937765828080282970e-01
-5.593479000000000090e-01,1.713434000000000068e-01,3.936307133631634092e-01
-5.588201000000000418e-01,2.738689999999999874e-02,3.932646178187047536e-01
-5.573278999999999872e-01,1.663347899999999990e+00,3.922295898318891028e-01
-5.544063999999999659e-01,-1.301473999999999964e-01,3.902031629028702153e-01
-5.534286999999999956e-01,-1.243090000000000028e-01,3.895250052412231878e-01
-5.534286999999999956e-01,-1.925505999999999884e-01,3.895250052412231878e-01
-5.499635999999999969e-01,-2.921409999999999979e-02,3.871215234846792086e-01
-5.488652000000000530e-01,2.067630000000000162e-02,3.863596452239111412e-01
-5.475122999999999518e-01,1.735119700000000043e+00,3.854212392707124790e-01
-5.474449999999999594e-01,-1.217207000000000011e-01,3.853745582738537512e-01
-5.463871000000000144e-01,-2.241076999999999930e-01,3.846407718462621639e-01
-5.429490000000000149e-01,2.303481000000000001e-01,3.822560179785026158e-01
-5.428562000000000110e-01,-1.058530000000000061e-02,3.821916495311252215e-01
-5.426716000000000317e-01,1.656240200000000051e+00,3.820636062618809059e-01
-5.390755999999999881e-01,2.569505999999999735e-01,3.795693289260084202e-01
-5.348549999999999693e-01,-1.202862999999999988e-01,3.766418130962576605e-01
-5.331489000000000367e-01,1.794337000000000015e-01,3.754584186127393197e-01
-5.314594000000000262e-01,-2.221473999999999949e-01,3.742865383126957601e-01
-5.310953999999999953e-01,1.902419099999999919e+00,3.740340586268620648e-01
-5.300626000000000504e-01,-2.354859999999999939e-02,3.733176821995847772e-01
-5.300424999999999720e-01,2.692131999999999858e-01,3.733037403268231191e-01
-5.299268999999999785e-01,-4.125720000000000082e-02,3.732235572178057015e-01
-5.294953000000000021e-01,-8.580499999999999586e-03,3.729241884474602253e-01
-5.294953000000000021e-01,2.389099000000000084e-01,3.729241884474602253e-01
-5.285429000000000377e-01,1.599628999999999912e-01,3.722635795112295698e-01
-5.280584000000000389e-01,1.196355999999999947e-01,3.719275179513769070e-01
-5.262250000000000538e-01,1.765896300000000085e+00,3.706558249403678618e-01
-5.255999999999999561e-01,-1.189720999999999973e-01,3.702223089962852765e-01
-5.248958999999999708e-01,2.107266699999999826e+00,3.697339272743199734e-01
-5.248483000000000454e-01,2.901599999999999839e-03,3.697009107000185923e-01
-5.236849000000000087e-01,1.796272599999999997e+00,3.688939467810658512e-01
-5.235227000000000075e-01,-1.337869999999999893e-01,3.687814407232575808e-01
-5.219956999999999514e-01,-9.276330000000000686e-02,3.677222745686754557e-01
-5.218260000000000121e-01,-8.522689999999999433e-02,3.676045663195381397e-01
-5.211295000000000233e-01,-3.655100000000000016e-01,3.671214561514528074e-01
-5.210915000000000408e-01,3.859839999999999799e-02,3.670950983820526203e-01
-5.208336000000000077e-01,1.728391500000000081e+00,3.669162123628862959e-01
-5.192039000000000515e-01,-5.305400000000000046e-03,3.657858108683725296e-01
-5.171257999999999688e-01,2.608239999999999864e-02,3.643443876949363780e-01
-5.169875999999999916e-01,3.665209999999999996e-02,3.642485286493807317e-01
-5.159673000000000176e-01,-7.723539999999999572e-02,3.635408225409852423e-01
-5.121637999999999469e-01,8.102330000000000643e-02,3.609026179116772148e-01
-5.121637999999999469e-01,-1.538246000000000058e-01,3.609026179116772148e-01
-5.118152999999999730e-01,-3.228480000000000238e-02,3.606608894212567917e-01
-5.111246999999999874e-01,-2.199313999999999991e-01,3.601818716436834822e-01
-5.108456000000000108e-01,1.494495000000000129e-01,3.599882807636941573e-01
-5.076391000000000098e-01,1.889980000000000132e-02,3.577641705641737002e-01
-5.061546000000000101e-01,-4.358340000000000131e-02,3.567344834937891673e-01
-5.056237999999999566e-01,-4.773519999999999847e-02,3.563663070727989268e-01
-5.019633999999999485e-01,-3.995600999999999736e-01,3.538273602540479290e-01
-5.019322999999999979e-01,-2.216072000000000042e-01,3.538057885006705705e-01
-4.992837999999999998e-01,-2.087960000000000163e-02,3.519687213360269684e-01
-4.980996999999999786e-01,7.301689999999999570e-02,3.511473993690061302e-01
-4.977308999999999761e-01,1.630089200000000016e+00,3.508915902807219767e-01
-4.960593999999999837e-01,-2.788872000000000018e-01,3.497321952398680378e-01
-4.936656999999999851e-01,-1.901704999999999923e-01,3.480718638553078059e-01
-4.932073000000000151e-01,2.263620000000000076e-01,3.477539059212800820e-01
-4.918074000000000057e-01,1.813506599999999969e+00,3.467828995690865890e-01
-4.877137999999999751e-01,-3.207779999999999659e-02,3.439434741791733141e-01
-4.851663999999999977e-01,-2.984372000000000136e-01,3.421765325536445523e-01
-4.832741999999999871e-01,1.077869999999999939e-01,3.408640543626160757e-01
-4.832015000000000060e-01,-3.606964999999999755e-01,3.408136277880004505e-01
-4.831288000000000249e-01,-3.079300000000000093e-03,3.407632012133847699e-01
-4.821551000000000031e-01,1.656040000000000012e-01,3.400878180537799667e-01
-4.814843999999999791e-01,-3.562316999999999845e-01,3.396226034238661873e-01
-4.809435000000000238e-01,1.768430000000000002e-02,3.392474213852195719e-01
-4.804845999999999839e-01,-3.331909999999999733e-02,3.389291166384365006e-01
-4.746663999999999883e-01,1.353167000000000120e-01,3.348934646930600278e-01
-4.733413000000000204e-01,1.993936600000000059e+00,3.339743415290541972e-01
-4.714320000000000177e-01,2.799145000000000105e-01,3.326500023417959251e-01
-4.707779999999999743e-01,-4.880890000000000228e-02,3.321963712579079631e-01
-4.704697999999999936e-01,1.426116000000000050e-01,3.319825958755621143e-01
-4.698520999999999948e-01,1.944169999999999926e-02,3.315541433977066132e-01
-4.691276999999999808e-01,1.470206499999999972e+00,3.310516810778773023e-01
-4.684447999999999945e-01,-4.062678000000000123e-01,3.305780042167349442e-01
-4.683738000000000068e-01,-5.247269999999999712e-02,3.305287568054873781e-01
-4.634670000000000178e-01,-1.004728000000000010e-01,3.271252751504096778e-01
-4.615180999999999867e-01,1.869067000000000089e-01,3.257734683929340846e-01
-4.581241999999999814e-01,1.893920899999999907e+00,3.234193727727399104e-01
-4.577130999999999839e-01,-2.231132000000000115e-01,3.231342233253602925e-01
-4.570137000000000227e-01,-9.786910000000000054e-02,3.226491016432943559e-01
-4.550801999999999903e-01,1.694057900000000005e+00,3.213079767186809987e-01
-4.537076999999999916e-01,1.468672999999999895e+00,3.203559757054759705e-01
-4.524112000000000133e-01,-1.646669000000000049e-01,3.194566902310714274e-01
-4.524112000000000133e-01,-1.029518999999999990e-01,3.194566902310714274e-01
-4.511367000000000016e-01,-5.735200000000000194e-03,3.185726645178987293e-01
-4.498006999999999977e-01,1.946394500000000027e+00,3.176459808358280124e-01
-4.490668999999999911e-01,7.877779999999999505e-02,3.171369984361998573e-01
-4.489200999999999886e-01,-1.650681999999999983e-01,3.170351742112537119e-01
-4.475530999999999815e-01,3.691600000000000176e-03,3.160869881383566726e-01
-4.455507000000000217e-01,1.795468099999999900e+00,3.146980724160677312e-01
-4.417598999999999831e-01,1.795885900000000035e+00,3.120686768307435743e-01
-4.393122999999999889e-01,-3.096718999999999999e-01,3.103709590311657940e-01
-4.392235999999999918e-01,1.912445000000000117e-01,3.103094344483816047e-01
-4.390890000000000071e-01,1.769963799999999976e+00,3.102160724546639825e-01
-4.384557000000000038e-01,-1.449157000000000084e-01,3.097767994188442287e-01
-4.369469999999999743e-01,1.633261499999999922e+00,3.087303266111047773e-01
-4.362557000000000240e-01,5.487079999999999735e-02,3.082508232956739924e-01
-4.362118999999999858e-01,-3.407959999999999878e-01,3.082204424983127633e-01
-4.345644000000000173e-01,1.837160700000000091e+00,3.070776944697115596e-01
-4.323434999999999917e-01,-1.872545999999999933e-01,3.055372215733714314e-01
-4.300267999999999868e-01,1.343513000000000068e-01,3.039302993531222130e-01
-4.300267999999999868e-01,-3.834479000000000082e-01,3.039302993531222130e-01
-4.295224999999999738e-01,-1.753890999999999922e-01,3.035805040081610562e-01
-4.284985000000000044e-01,1.752670500000000020e+00,3.028702314853762845e-01
-4.278666999999999887e-01,3.938790000000000346e-02,3.024319988878224064e-01
-4.268961000000000006e-01,-6.545999999999999736e-04,3.017587659673001688e-01
-4.243079000000000156e-01,-7.753949999999999732e-02,2.999635244209415963e-01
-4.219976999999999756e-01,1.876913000000000054e-01,2.983611107665108397e-01
-4.209623000000000115e-01,-1.933433999999999986e-01,2.976429309129061673e-01
-4.202108999999999983e-01,-2.279039999999999885e-02,2.971217407042925363e-01
-4.199277000000000148e-01,-2.421572999999999920e-01,2.969253059597100619e-01
-4.195191999999999810e-01,8.734229999999999772e-02,2.966419599386576067e-01
-4.192503000000000202e-01,1.786663600000000018e+00,2.964554440388756928e-01
-4.192503000000000202e-01,1.933071800000000007e+00,2.964554440388756928e-01
-4.189413000000000165e-01,6.251170000000000337e-02,2.962411137561213881e-01
-4.184142000000000139e-01,-1.869846000000000008e-01,2.958755037495199303e-01
-4.173550999999999789e-01,-9.228999999999999704e-02,2.951408849713156868e-01
-4.162127999999999939e-01,-6.750979999999999481e-02,2.943485565506351875e-01
-4.154442999999999886e-01,-1.259797000000000000e-01,2.938155053457914279e-01
-4.141884000000000121e-01,-1.237005000000000049e-01,2.929443810671145121e-01
-4.132579000000000113e-01,-1.472427000000000041e-01,2.922989625295646099e-01
-4.108567000000000191e-01,1.627310999999999896e-01,2.906334289536755544e-01
-4.106421000000000099e-01,-4.621129999999999682e-02,2.904845769191153892e-01
-4.094424999999999870e-01,-3.179919999999999969e-01,2.896525037566812788e-01
-4.072594999999999965e-01,3.495307999999999748e-01,2.881383192671901905e-01
-4.040515000000000079e-01,-2.886220000000000105e-02,2.859131686294040797e-01
-4.017561000000000049e-01,-3.005591000000000235e-01,2.843210206325293421e-01
-4.012717000000000089e-01,-2.389420000000000086e-02,2.839850284352277154e-01
-4.004177999999999904e-01,1.615456100000000061e+00,2.833927416117845155e-01
-3.996315999999999757e-01,-1.900653999999999955e-01,2.828474132354042436e-01
-3.988201000000000107e-01,-1.434317999999999982e-01,2.822845361336077663e-01
-3.987847999999999948e-01,-1.067561000000000065e-01,2.822600511530859446e-01
-3.975331999999999755e-01,-4.989397999999999889e-01,2.813919094641042506e-01
-3.957234000000000029e-01,1.470319600000000060e+00,2.801365860151438514e-01
-3.955801999999999929e-01,1.425886299999999940e+00,2.800372588420355635e-01
-3.940439000000000025e-01,-2.047776000000000041e-01,2.789716419702055750e-01
-3.937740000000000129e-01,-1.451533999999999880e-01,2.787844324449130773e-01
-3.901285999999999921e-01,-4.491830000000000128e-02,2.762558900088201708e-01
-3.898527999999999993e-01,6.654050000000000242e-02,2.760645880930153173e-01
-3.893946999999999825e-01,-1.185303999999999941e-01,2.757468382466407575e-01
-3.883124000000000020e-01,-1.571521999999999919e-01,2.749961273565920683e-01
-3.875909000000000160e-01,1.778025000000000022e-01,2.744956765507435281e-01
-3.871858000000000244e-01,1.804065599999999936e+00,2.742146888564270801e-01
-3.858859000000000039e-01,1.921266499999999988e+00,2.733130450552865853e-01
-3.857945999999999875e-01,3.901999999999999978e-04,2.732497170461751779e-01
-3.842379000000000211e-01,1.861473300000000108e+00,2.721699502139300897e-01
-3.842379000000000211e-01,1.748778200000000060e+00,2.721699502139300897e-01
-3.815393000000000256e-01,1.621513500000000052e+00,2.702981324112088135e-01
-3.805846999999999980e-01,-2.042965999999999949e-01,2.696359974988551400e-01
-3.801227999999999829e-01,-1.309404999999999875e-01,2.693156118755405393e-01
-3.792281000000000124e-01,-9.843549999999999522e-02,2.686950251312677507e-01
-3.789867000000000097e-01,1.139299999999999992e-03,2.685275839330252268e-01
-3.730191999999999952e-01,1.824973900000000038e+00,2.643883736989263711e-01
-3.721613999999999756e-01,1.667094099999999912e+00,2.637933817359921496e-01
-3.717397000000000062e-01,-1.206600000000000034e-02,2.635008798582009204e-01
-3.710956000000000254e-01,2.428960000000000147e-02,2.630541156668672609e-01
-3.710956000000000254e-01,-2.311401999999999901e-01,2.630541156668672609e-01
-3.702010000000000023e-01,-1.381638000000000033e-01,2.624335982851455640e-01
-3.700248999999999899e-01,1.521846000000000032e+00,2.623114508327409888e-01
-3.698129000000000000e-01,2.061064999999999980e-01,2.621644022245080974e-01
-3.698062999999999767e-01,-1.011837000000000014e-01,2.621598242961385994e-01
-3.698062999999999767e-01,3.557649999999999701e-02,2.621598242961385994e-01
-3.689178000000000179e-01,-2.780627999999999989e-01,2.615435380300311086e-01
-3.689178000000000179e-01,-3.565865999999999758e-01,2.615435380300311086e-01
-3.687027999999999972e-01,-2.184302999999999939e-01,2.613944085452666322e-01
-3.639104000000000227e-01,1.674595300000000009e+00,2.580702776485938599e-01
-3.623969000000000218e-01,1.712654399999999910e+00,2.570204754384037837e-01
-3.622619000000000256e-01,1.826003800000000066e+00,2.569268359944821278e-01
-3.613893000000000244e-01,1.711083999999999938e-01,2.563215783739919429e-01
-3.612947000000000242e-01,-3.209052000000000016e-01,2.562559614006956754e-01
-3.609671999999999881e-01,-2.472890000000000088e-01,2.560287990459965135e-01
-3.594800000000000217e-01,-1.588865000000000138e-01,2.549972391867335042e-01
-3.587291000000000230e-01,1.428296800000000033e+00,2.544763957908752761e-01
-3.508873000000000131e-01,1.191680999999999990e-01,2.490371232623865283e-01
-3.495163000000000020e-01,1.490448900000000076e+00,2.480861626874472092e-01
-3.485241000000000033e-01,-2.564081000000000277e-01,2.473979474558976877e-01
-3.471517000000000075e-01,-3.504468000000000028e-01,2.464460158052436123e-01
-3.470175999999999816e-01,-2.984565000000000135e-01,2.463530006242812820e-01
-3.463997999999999799e-01,1.908903599999999923e+00,2.459244787838747170e-01
-3.450503999999999794e-01,2.597882000000000247e-01,2.449885005199629873e-01
-3.444459999999999744e-01,-9.262430000000000663e-02,2.445692732613976017e-01
-3.444187000000000221e-01,1.076266000000000028e-01,2.445503372849600066e-01
-3.433744000000000240e-01,1.570713999999999944e+00,2.438259841643117265e-01
-3.432099000000000122e-01,1.526114699999999935e+00,2.437118827678292077e-01
-3.429323000000000232e-01,-2.157583999999999891e-01,2.435193323261055642e-01
-3.425905000000000200e-01,3.866189999999999904e-02,2.432822511266057863e-01
-3.425905000000000200e-01,-2.354372999999999883e-01,2.432822511266057863e-01
-3.418896000000000157e-01,-4.886311999999999878e-01,2.427960890062740018e-01
-3.411656000000000133e-01,-1.383785999999999905e-01,2.422939041366489188e-01
-3.370183999999999958e-01,1.583291900000000085e+00,2.394173004193711485e-01
-3.354577000000000253e-01,-3.061099999999999932e-02,2.383347590850841968e-01
-3.337520999999999960e-01,-1.222900999999999988e-01,2.371517114143208704e-01
-3.329391999999999907e-01,-1.769782000000000022e-01,2.365878632368095258e-01
-3.323350999999999944e-01,1.076826000000000033e-01,2.361688440658972210e-01
-3.293841000000000130e-01,-9.672070000000000667e-02,2.341219551843178037e-01
-3.264865000000000128e-01,-1.308015999999999901e-01,2.321121059050008373e-01
-3.263279000000000041e-01,2.249864000000000031e-01,2.320020968990302856e-01
-3.236285999999999885e-01,-1.325147000000000130e-01,2.301297935584517562e-01
-3.234508999999999856e-01,-1.030690000000000078e-02,2.300065363052302969e-01
-3.226728999999999847e-01,1.722324799999999989e+00,2.294668956580364627e-01
-3.220092999999999983e-01,-3.827690000000000259e-01,2.290066057692475010e-01
-3.214374999999999871e-01,-5.964250000000000107e-02,2.286099907023254052e-01
-3.211158000000000068e-01,-2.911799999999999944e-01,2.283868513755872576e-01
-3.190636000000000028e-01,-2.948192000000000035e-01,2.269633931028738616e-01
-3.184337999999999891e-01,-3.774035000000000029e-01,2.265265477563407903e-01
-3.160222999999999782e-01,-3.161173999999999928e-01,2.248538698376932321e-01
-3.155010999999999788e-01,-9.244969999999999577e-02,2.244923522216041301e-01
-3.150266999999999928e-01,-5.488703000000000332e-01,2.241632962794078698e-01
-3.140371000000000135e-01,-2.216115999999999919e-01,2.234768844741855109e-01
-3.140371000000000135e-01,-2.382230999999999932e-01,2.234768844741855109e-01
-3.129802999999999891e-01,1.618844299999999903e+00,2.227438610346553771e-01
-3.121051000000000242e-01,1.499296600000000090e+00,2.221367999878380017e-01
-3.089120000000000199e-01,-3.699019000000000057e-01,2.199219843701586130e-01
-3.046335000000000015e-01,-2.729406999999999806e-01,2.169543076233481360e-01
-3.016512000000000082e-01,-3.538050000000000223e-02,2.148857082632889270e-01
-2.996935000000000016e-01,2.053400000000000017e-02,2.135277976013207901e-01
-2.983480000000000021e-01,1.548808799999999986e+00,2.125945244769000819e-01
-2.979104000000000196e-01,-6.676020000000000565e-02,2.122909939534914636e-01
-2.974055999999999922e-01,1.761230000000000073e+00,2.119408517957748483e-01
-2.952097000000000193e-01,-5.352995000000000392e-01,2.104177195371979836e-01
-2.938386000000000053e-01,-1.365935000000000066e-01,2.094666895997076839e-01
-2.937133000000000105e-01,3.590499999999999942e-02,2.093797783232380638e-01
-2.926211000000000229e-01,-1.881184999999999941e-01,2.086222005406352109e-01
-2.926109000000000071e-01,-5.225878000000000467e-01,2.086151255604278554e-01
-2.909138000000000002e-01,-1.749813000000000063e-01,2.074379737065040752e-01
-2.901716999999999769e-01,4.494750000000000134e-02,2.069232342151385295e-01
-2.872102999999999740e-01,-6.247880000000000100e-02,2.048691316282493513e-01
-2.832816000000000223e-01,1.499861600000000017e+00,2.021440850850230175e-01
-2.829475000000000184e-01,-3.464132999999999796e-01,2.019123448019543854e-01
