x,density
9.340303319991405395e-02,2.350135493279301713e-01
9.828441395212528242e-02,2.263601544262493492e-01
1.031657947043365109e-01,2.179387095397406215e-01
1.080471754565472953e-01,2.097473742345731529e-01
1.129285562087585237e-01,2.017840952803761079e-01
1.178099369609697522e-01,1.940466178845218770e-01
1.226913177131805366e-01,1.865324969074877992e-01
1.275726984653917651e-01,1.792391080325540786e-01
1.324540792176029935e-01,1.721636588645428512e-01
1.373354599698137779e-01,1.653031999338323010e-01
1.422168407220250064e-01,1.586546355833688415e-01
1.470982214742362348e-01,1.522147347178946786e-01
1.519796022264470192e-01,1.459801413960442606e-01
1.568609829786582477e-01,1.399473852474267810e-01
1.617423637308694762e-01,1.341128916981948749e-01
1.666237444830802605e-01,1.284729919899429418e-01
1.715051252352914890e-01,1.230239329781028512e-01
1.763865059875027175e-01,1.177618866972833106e-01
1.812678867397135019e-01,1.126829596821694313e-01
1.861492674919247303e-01,1.077832020337953361e-01
1.910306482441359588e-01,1.030586162221023977e-01
1.959120289963467432e-01,9.850516561673185179e-02
2.007934097485579716e-01,9.411878273902231362e-02
2.056747905007692001e-01,8.989537722912947781e-02
2.105561712529799845e-01,8.583084352307104870e-02
2.154375520051912130e-01,8.192106823536897398e-02
2.203189327574024414e-01,7.816193724376892249e-02
2.252003135096132258e-01,7.454934247326552854e-02
2.300816942618244543e-01,7.107918837740452578e-02
2.349630750140356827e-01,6.774739811552420166e-02
2.398444557662464671e-01,6.454991942523385928e-02
2.447258365184576956e-01,6.148273019007757106e-02
2.496072172706689241e-01,5.854184370291675571e-02
2.544885980228797084e-01,5.572331362613945627e-02
2.593699787750909369e-01,5.302323865036070311e-02
2.642513595273021654e-01,5.043776685381172464e-02
2.691327402795129498e-01,4.796309976512252993e-02
2.740141210317241782e-01,4.559549613271756535e-02
2.788955017839354067e-01,4.333127540451475052e-02
2.837768825361461911e-01,4.116682092210172117e-02
2.886582632883574195e-01,3.909858283401857620e-02
2.935396440405686480e-01,3.712308073323408036e-02
2.984210247927794324e-01,3.523690602432630326e-02
3.033024055449906609e-01,3.343672402632269502e-02
3.081837862972018893e-01,3.171927581755370346e-02
3.130651670494126737e-01,3.008137982928497933e-02
3.179465478016239022e-01,2.851993319527527937e-02
3.228279285538351306e-01,2.703191286478203587e-02
3.277093093060459150e-01,2.561437648688720883e-02
3.325906900582571435e-01,2.426446307435545929e-02
3.374720708104683720e-01,2.297939345555166310e-02
3.423534515626791563e-01,2.175647052323376185e-02
3.472348323148903848e-01,2.059307928931203985e-02
3.521162130671016133e-01,1.948668675490303551e-02
3.569975938193123977e-01,1.843484160522578658e-02
3.618789745715236261e-01,1.743517373906697948e-02
3.667603553237348546e-01,1.648539364270456067e-02
3.716417360759456390e-01,1.558329161828961307e-02
3.765231168281568674e-01,1.472673687678409567e-02
3.814044975803680959e-01,1.391367650559575432e-02
3.862858783325788803e-01,1.314213432107434743e-02
3.911672590847901088e-01,1.241020961600865745e-02
3.960486398370013372e-01,1.171607581221343827e-02
4.009300205892121216e-01,1.105797902819647544e-02
4.058114013414233501e-01,1.043423657177280396e-02
4.106927820936341345e-01,9.843235367327776361e-03
4.155741628458453629e-01,9.283430327230271159e-03
4.204555435980565914e-01,8.753342676670151229e-03
4.253369243502673758e-01,8.251558240927258162e-03
4.302183051024786042e-01,7.776725703788834460e-03
4.350996858546898327e-01,7.327554845510379604e-03
4.399810666069006171e-01,6.902814768368426349e-03
4.448624473591118456e-01,6.501332117483778206e-03
4.497438281113230740e-01,6.121989304204103303e-03
4.546252088635338584e-01,5.763722738924012892e-03
4.595065896157450869e-01,5.425521079798344137e-03
4.643879703679563153e-01,5.106423503367340556e-03
4.692693511201670997e-01,4.805518002665440727e-03
4.741507318723783282e-01,4.521939717933318691e-03
4.790321126245895567e-01,4.254869304596418066e-03
4.839134933768003410e-01,4.003531342714290384e-03
4.887948741290115695e-01,3.767192791650564049e-03
4.936762548812227980e-01,3.545161493261646604e-03
4.985576356334335824e-01,3.336784726457291649e-03
5.034390163856448108e-01,3.141447815552245865e-03
5.083203971378560393e-01,2.958572794404265918e-03
5.132017778900668237e-01,2.787617127924211201e-03
5.180831586422780521e-01,2.628072492150318289e-03
5.229645393944892806e-01,2.479463613701551709e-03
5.278459201467000650e-01,2.341347169067017030e-03
5.327273008989112935e-01,2.213310743849889253e-03
5.376086816511225219e-01,2.094971851767729425e-03
5.424900624033333063e-01,1.985977012914490972e-03
5.473714431555445348e-01,1.886000890517144490e-03
5.522528239077557632e-01,1.794745485169007768e-03
5.571342046599665476e-01,1.711939385294122557e-03
5.620155854121777761e-01,1.637337072392433838e-03
5.668969661643890046e-01,1.570718279433748303e-03
5.717783469165997889e-01,1.511887400608151423e-03
5.766597276688110174e-01,1.460672950503393757e-03
5.815411084210222459e-01,1.416927070662619319e-03
5.864224891732330303e-01,1.380525081379800319e-03
5.913038699254442587e-01,1.351365076513363992e-03
5.961852506776554872e-01,1.329367559040301166e-03
6.010666314298662716e-01,1.314475115032238788e-03
6.059480121820775000e-01,1.306652123710371751e-03
6.108293929342887285e-01,1.305884501226968562e-03
6.157107736864995129e-01,1.312179475825308531e-03
6.205921544387107414e-01,1.325565392047310317e-03
6.254735351909219698e-01,1.346091541686337276e-03
6.303549159431327542e-01,1.373828019221191594e-03
6.352362966953439827e-01,1.408865599514601621e-03
6.401176774475552111e-01,1.451315635614255570e-03
6.449990581997659955e-01,1.501309974555588723e-03
6.498804389519772240e-01,1.559000889131674592e-03
6.547618197041884525e-01,1.624561023665671913e-03
6.596432004563992368e-01,1.698183351894362852e-03
6.645245812086104653e-01,1.780081145145941254e-03
6.694059619608216938e-01,1.870487949070465117e-03
6.742873427130324782e-01,1.969657567256947669e-03
6.791687234652437066e-01,2.077864050144783304e-03
6.840501042174549351e-01,2.195401687709123625e-03
6.889314849696657195e-01,2.322585004469419467e-03
6.938128657218769479e-01,2.459748755435612385e-03
6.986942464740881764e-01,2.607247921667760811e-03
7.035756272262989608e-01,2.765457704181846325e-03
7.084570079785101893e-01,2.934773514985136028e-03
7.133383887307214177e-01,3.115610964069563324e-03
7.182197694829322021e-01,3.308405841230637606e-03
7.231011502351434306e-01,3.513614091611037306e-03
7.279825309873546590e-01,3.731711783892354209e-03
7.328639117395654434e-01,3.963195070076589582e-03
7.377452924917766719e-01,4.208580135807750422e-03
7.426266732439879004e-01,4.468403140185974072e-03
7.475080539961986847e-01,4.743220144020388745e-03
7.523894347484099132e-01,5.033607025452683202e-03
7.572708155006206976e-01,5.340159381860562840e-03
7.621521962528319261e-01,5.663492416921195489e-03
7.670335770050431545e-01,6.004240811674821203e-03
7.719149577572539389e-01,6.363058578385212549e-03
7.767963385094651674e-01,6.740618895938659504e-03
7.816777192616763958e-01,7.137613925463776043e-03
7.865591000138871802e-01,7.554754604787822583e-03
7.914404807660984087e-01,7.992770420271650550e-03
7.963218615183096372e-01,8.452409154486428128e-03
8.012032422705204215e-01,8.934436608112165251e-03
8.060846230227316500e-01,9.439636294349138326e-03
8.109660037749428785e-01,9.968809104040684405e-03
8.158473845271536629e-01,1.052277293961250901e-02
8.207287652793648913e-01,1.110236231583500155e-02
8.256101460315761198e-01,1.170842792531744461e-02
8.304915267837869042e-01,1.234183616654572178e-02
8.353729075359981326e-01,1.300346863217684105e-02
